﻿MP's name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Wind-up maximum budget available,Reason for budget set,Wind-up spend,Remaining wind-up budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Accommodation spend,Remaining accommodation budget,Travel and subsistence maximum budget available,Travel and subsistence spend,Other costs maximum budget available,Other costs spend,Subtotal of other parliamentary costs,Overall total spend for this financial year,pID
Catherine McKinnell,Newcastle upon Tyne North BC,,,27263.9,,,,4429.75,,,,0,,31693.65,,,22080.22,,uncapped,10117.02,uncapped,0,32197.24,63890.89,4125
Cathy Jamieson,Kilmarnock and Loudoun CC,,,25550.58,,,,0,,,,0,,25550.58,,,16327.04,,uncapped,9950.55,uncapped,0,26277.59,51828.17,4011
Charles Hendry,Wealden CC,,,4094.3,,,,8091.54,,,,0,,12185.84,,,0,,uncapped,1394.7,uncapped,0,1394.7,13580.54,1220
Charles Kennedy,"Ross, Skye and Lochaber CC",,,14174.35,,,,0,,,,0,,14174.35,,,0,,uncapped,24046.28,uncapped,0,24046.28,38220.63,634
Charles Walker,Broxbourne BC,,,11807.37,,,,660,,,,0,,12467.37,,,0,,uncapped,317,uncapped,0,317,12784.37,1493
Charlie Elphicke,Dover CC,,,25727.97,,,,109.2,,,,0,,25837.17,,,0,,uncapped,3452.32,uncapped,0,3452.32,29289.49,3971
Charlotte Leslie,Bristol North West BC,,,24150.62,,,,4590,,,,0,,28740.62,,,12498.08,,uncapped,2355.4,uncapped,0,14853.48,43594.1,3933
Cheryl Gillan,Chesham and Amersham CC,,,16984.16,,,,5619.75,,,,0,,22603.91,,,0,,uncapped,1308.75,uncapped,0,1308.75,23912.66,18
Chinyelu Onwurah,Newcastle upon Tyne Central BC,,,21140.91,,,,4292.5,,,,0,,25433.41,,,10441.98,,uncapped,9027.65,uncapped,0,19469.63,44903.04,4124
Chloe Smith,Norwich North BC,,,22278.51,,,,3877.5,,,,0,,26156.01,,,10849.82,,uncapped,3194.05,uncapped,25.96,14069.83,40225.84,1609
Chris Bryant,Rhondda CC,,,17875.99,,,,0,,,,0,,17875.99,,,15557.84,,uncapped,8208.17,uncapped,1700,25466.01,43342,1446
Chris Evans,Islwyn CC,,,26062.86,,,,0,,,,0,,26062.86,,,12104.65,,uncapped,5797.47,uncapped,0,17902.12,43964.98,4040
Chris Grayling,Epsom and Ewell BC,,,12911.14,,,,2408.75,,,,0,,15319.89,,,0,,uncapped,390.4,uncapped,0,390.4,15710.29,1413
Chris Heaton-Harris,Daventry CC,,,9905.41,,,,5827.5,,,,0,,15732.91,,,13672.47,,uncapped,2195.9,uncapped,0,15868.37,31601.28,3977
Chris Huhne,Eastleigh BC,,,20451.63,,,,2369,,,,0,,22820.63,,,0,,uncapped,2069.4,uncapped,0,2069.4,24890.03,1517
Chris Kelly,Dudley South BC,,,909.55,,,,3877.5,,,,0,,4787.05,,,0,,uncapped,5420.95,uncapped,0,5420.95,10208,3975
Chris Pincher,Tamworth CC,,,11295.55,,,,6077.36,,,,0,,17372.91,,,1186.5,,uncapped,4685.9,uncapped,0,5872.4,23245.31,4075
Chris Ruane,Vale of Clwyd CC,,,28417.76,,,,0,,,,0,,28417.76,,,9935.9,,uncapped,6837.52,uncapped,0,16773.42,45191.18,534
Chris Skidmore,Kingswood BC,,,17655.42,,,,3877.5,,,,0,,21532.92,,,13301.07,,uncapped,1422.8,uncapped,0,14723.87,36256.79,4021
Chris White,Warwick and Leamington BC,,,21734.85,,,,3877.5,,,,0,,25612.35,,,18483.98,,uncapped,2197.7,uncapped,0,20681.68,46294.03,4114
Chris Williamson,Derby North BC,,,37457.02,,,,4488.25,,,,0,,41945.27,,,17478.02,,uncapped,7815.9,uncapped,0,25293.92,67239.19,3976
Christopher Chope,Christchurch CC,,,9222.54,,,,3877.5,,,,0,,13100.04,,,5046.42,,uncapped,5987.4,uncapped,0,11033.82,24133.86,242
Christopher Leslie,Nottingham East BC,,,24217.79,,,,209.4,,,,0,,24427.19,,,7598.75,,uncapped,4111.64,uncapped,4462.32,16172.71,40599.9,422
Chuka Umunna,Streatham BC,,,36703.83,,,,2240.6,,,,0,,38944.43,,,0,,uncapped,5.3,uncapped,2330,2335.3,41279.73,4128
Claire Perry,Devizes CC,,,11049.01,,,,5562.69,,,,0,,16611.7,,,0,,uncapped,1173.39,uncapped,0,1173.39,17785.09,3974
Clive Betts,Sheffield South East BC,,,14121.1,,,,0,,,,0,,14121.1,,,16411.15,,uncapped,8776.7,uncapped,140,25327.85,39448.95,394
Clive Efford,Eltham BC,,,28143.73,,,,1200,,,,0,,29343.73,,,0,,uncapped,259.6,uncapped,0,259.6,29603.33,165
Conor Burns,Bournemouth West BC,,,10886.51,,,,0,,,,0,,10886.51,,,15830.66,,uncapped,3290.17,uncapped,0,19120.83,30007.34,3922
Conor Murphy,Newry and Armagh,,,17460.64,,,,0,,,,0,,17460.64,,,0,,uncapped,0,uncapped,0,0,17460.64,1595
Craig Whittaker,Calder Valley CC,,,17501.2,,,,3877.5,,,,0,,21378.7,,,19977.09,,uncapped,3280.23,uncapped,0,23257.32,44636.02,3940
Crispin Blunt,Reigate BC,,,4629.4,,,,0,,,,0,,4629.4,,,0,,uncapped,622.8,uncapped,0,622.8,5252.2,104
Dai Havard,Merthyr Tydfil and Rhymney CC,,,29127.13,,,,0,,,,0,,29127.13,,,17521.36,,uncapped,5335,uncapped,623.92,23480.28,52607.41,1430
Damian Collins,Folkestone and Hythe CC,,,21621.69,,,,3877.5,,,,0,,25499.19,,,20735.45,,uncapped,308.5,uncapped,0,21043.95,46543.14,3986
Damian Green,Ashford CC,,,16738.41,,,,17257.5,,,,0,,33995.91,,,0,,uncapped,417.9,uncapped,0,417.9,34413.81,76
Damian Hinds,East Hampshire CC,,,2183.16,,,,2809.93,,,,0,,4993.09,,,11754.59,,uncapped,1200.9,uncapped,0,12955.49,17948.58,3969
Dan Jarvis,Barnsley Central BC,,,0,,,,240.26,,,,0,,240.26,,,691.47,,uncapped,707.1,uncapped,0,1398.57,1638.83,4243
Dan Rogerson,North Cornwall CC,,,16763.42,,,,3238.7,,,,0,,20002.12,,,11006.15,,uncapped,11716.46,uncapped,0,22722.61,42724.73,1504
Daniel Byles,North Warwickshire CC,,,18363.74,,,,3877.5,,,,0,,22241.24,,,16633.13,,uncapped,9802.42,uncapped,0,26435.55,48676.79,4112
Daniel Kawczynski,Shrewsbury and Atcham CC,,,23866.58,,,,0,,,,0,,23866.58,,,15487.14,,uncapped,10449.89,uncapped,0,25937.03,49803.61,1566
Daniel Poulter,Central Suffolk and North Ipswich CC,,,10299.95,,,,7662.5,,,,0,,17962.45,,,17969.35,,uncapped,5275.36,uncapped,0,23244.71,41207.16,3932
Danny Alexander,"Inverness, Nairn, Badenoch and Strathspey CC",,,26077.4,,,,2369,,,,0,,28446.4,,,0,,uncapped,17408.9,uncapped,0,17408.9,45855.3,1535
Dave Watts,St Helens North BC,,,28138.33,,,,0,,,,0,,28138.33,,,2204.31,,uncapped,5428.21,uncapped,7050,14682.52,42820.85,489
David Amess,Southend West BC,,,12343.56,,,,0,,,,0,,12343.56,,,2874.27,,uncapped,3237.31,uncapped,0,6111.58,18455.14,44
David Anderson,Blaydon BC,,,12796.91,,,,0,,,,0,,12796.91,,,12303.39,,uncapped,9186.59,uncapped,0,21489.98,34286.89,1486
David Blunkett,"Sheffield, Brightside and Hillsborough BC",,,28262.46,,,,0,,,,0,,28262.46,,,11403.74,,uncapped,1207.5,uncapped,0,12611.24,40873.7,395
David Burrowes,"Enfield, Southgate BC",,,18640.76,,,,3947.2,,,,0,,22587.96,,,0,,uncapped,185.55,uncapped,0,185.55,22773.51,1518
David Cairns,Inverclyde CC,,,20155.62,,,,0,,,,0,,20155.62,,,0,,uncapped,11810.73,uncapped,0,11810.73,31966.35,1421
David Cameron,Witney CC,,,3806.56,,,,0,,,,0,,3806.56,,,0,,uncapped,272.4,uncapped,0,272.4,4078.96,1467
David Crausby,Bolton North East BC,,,17568.49,,,,0,,,,0,,17568.49,,,18222.5,,uncapped,5933.15,uncapped,0,24155.65,41724.14,437
David Davies,Monmouth CC,,,21527.41,,,,2408.75,,,,0,,23936.16,,,9114.15,,uncapped,8173.66,uncapped,128.08,17415.89,41352.05,1545
David Davis,Haltemprice and Howden CC,,,6673.73,,,,4240.9,,,,0,,10914.63,,,12121.28,,uncapped,4334.85,uncapped,0,16456.13,27370.76,373
David Evennett,Bexleyheath and Crayford BC,,,13953.49,,,,0,,,,0,,13953.49,,,0,,uncapped,1341.6,uncapped,0,1341.6,15295.09,1198
David Gauke,South West Hertfordshire CC,,,13774.93,,,,0,,,,0,,13774.93,,,9479.42,,uncapped,349.2,uncapped,0,9828.62,23603.55,1529
David Hamilton,Midlothian CC,,,15316.98,,,,0,,,,0,,15316.98,,,13546.37,,uncapped,14595.54,uncapped,0,28141.91,43458.89,1432
David Hanson,Delyn CC,,,13338.12,,,,0,,,,0,,13338.12,,,17290.11,,uncapped,8216.55,uncapped,0,25506.66,38844.78,533
David Heath,Somerton and Frome CC,,,22267.17,,,,0,,,,0,,22267.17,,,19227.47,,uncapped,5324.25,uncapped,0,24551.72,46818.89,255
David Heyes,Ashton-under-Lyne BC,,,22535.26,,,,0,,,,0,,22535.26,,,16473.92,,uncapped,6149.5,uncapped,0,22623.42,45158.68,1386
David Jones,Clwyd West CC,,,16458.09,,,,2408.75,,,,0,,18866.84,,,11593.13,,uncapped,6934.3,uncapped,0,18527.43,37394.27,1502
David Lammy,Tottenham BC,,,26040,,,,2447.18,,,,0,,28487.18,,,0,,uncapped,1595.09,uncapped,0,1595.09,30082.27,206
David Laws,Yeovil CC,,,28460.73,,,,2817.52,,,,0,,31278.25,,,0,,uncapped,4486.4,uncapped,0,4486.4,35764.65,1473
David Lidington,Aylesbury CC,,,5291.48,,,,0,,,,0,,5291.48,,,10460.3,,uncapped,1134.85,uncapped,0,11595.15,16886.63,15
David Miliband,South Shields BC,,,18802.08,,,,0,,,,0,,18802.08,,,5301.9,,uncapped,2151.83,uncapped,0,7453.73,26255.81,1452
David Morris,Morecambe and Lunesdale CC,,,23189.71,,,,778.8,,,,0,,23968.51,,,13008.45,,uncapped,10978.53,uncapped,0,23986.98,47955.49,4135
David Mowat,Warrington South BC,,,16451.94,,,,0,,,,0,,16451.94,,,0,,uncapped,12844.8,uncapped,0,12844.8,29296.74,4080
David Mundell,"Dumfriesshire, Clydesdale and Tweeddale CC",,,27128.39,,,,2408.75,,,,0,,29537.14,,,17780.68,,uncapped,13144.99,uncapped,807,31732.67,61269.81,1512
David Nuttall,Bury North BC,,,23093.45,,,,5827.5,,,,0,,28920.95,,,17667.87,,uncapped,3791,uncapped,0,21458.87,50379.82,4140
David Ruffley,Bury St Edmunds CC,,,7886.65,,,,2687.85,,,,0,,10574.5,,,3411.91,,uncapped,1895.2,uncapped,1147.75,6454.86,17029.36,133
David Rutley,Macclesfield CC,,,8685.07,,,,7012.76,,,,0,,15697.83,,,16792.35,,uncapped,7255.73,uncapped,0,24048.08,39745.91,4033
David Simpson,Upper Bann,,,19346.76,,,,0,,,,0,,19346.76,,,10147.78,,uncapped,20303.89,uncapped,0,30451.67,49798.43,1597
David Tredinnick,Bosworth CC,,,16658.31,,,,11979.75,,,,0,,28638.06,,,15851.12,,uncapped,2718.8,uncapped,1404.13,19974.05,48612.11,335
David Ward,Bradford East BC,,,27807.06,,,,3388.15,,,,0,,31195.21,,,9769,,uncapped,6517.6,uncapped,0,16286.6,47481.81,3923
David Willetts,Havant BC,,,25873.87,,,,2408.75,,,,0,,28282.62,,,9616.18,,uncapped,2280.9,uncapped,0,11897.08,40179.7,53
David Winnick,Walsall North BC,,,9926.92,,,,0,,,,0,,9926.92,,,8555.29,,uncapped,1200.35,uncapped,0,9755.64,19682.56,316
David Wright,Telford BC,,,15436.94,,,,0,,,,0,,15436.94,,,14133.65,,uncapped,6162,uncapped,0,20295.65,35732.59,1461
Dawn Primarolo,Bristol South BC,,,22995.76,,,,0,,,,0,,22995.76,,,17954.62,,uncapped,4083.2,uncapped,0,22037.82,45033.58,217
Debbie Abrahams,Oldham East and Saddleworth CC,,,3054.84,,,,4000,,,,0,,7054.84,,,1790,,uncapped,1262.19,uncapped,0,3052.19,10107.03,4212
