﻿MP's name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Wind-up maximum budget available,Reason for budget set,Wind-up spend,Remaining wind-up budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Accommodation spend,Remaining accommodation budget,Travel and subsistence maximum budget available,Travel and subsistence spend,Other costs maximum budget available,Other costs spend,Subtotal of other parliamentary costs,Overall total spend for this financial year,pID
Alister Jack,Dumfries and Galloway CC,24880,Standard non-London area budget,23626.88,1253.12,153620,Standard non-London area budget,144279.26,9340.74,0,,0,0,167906.14,14000,"Standard budget for renting a property in the London area for six months, then claiming the associated costs only (such as utility bills) for six months",12938.8,1061.2,uncapped,30230.15,uncapped,0,43168.95,211075.09,4619
Alok Sharma,Reading West CC,24880,Standard non-London area budget,19817.62,5062.38,153620,Standard non-London area budget,133433.09,20186.91,0,,0,0,153250.71,0,,0,0,uncapped,8202.75,uncapped,0,8202.75,161453.46,4014
Alun Cairns,Vale of Glamorgan CC,24880,Standard non-London area budget,23804.02,1075.98,153620,Standard non-London area budget,136167.09,17452.91,0,,0,0,159971.11,22850,Standard budget for renting a property in the London area,19063.26,3786.74,uncapped,6077.24,uncapped,0,25140.5,185111.61,4086
Amanda Milling,Cannock Chase CC,24880,Standard non-London area budget,22181.76,2698.24,153620,Standard non-London area budget,146799.28,6820.72,0,,0,0,168981.04,22850,Standard budget for renting a property in the London area,20165.71,2684.29,uncapped,7312.2,uncapped,0,27477.91,196458.95,4454
Amber Rudd,Hastings and Rye CC,24880,Standard non-London area budget,24253.88,626.12,153620,Standard non-London area budget,152855.93,764.07,0,,0,0,177109.81,15940,Standard budget for renting a property outside the London area,10544.86,5395.14,uncapped,1719.01,uncapped,0,12263.87,189373.68,3983
Andrea Jenkyns,Morley and Outwood CC,24880,Standard non-London area budget,24230.68,649.32,153620,Standard non-London area budget,148586.12,5033.88,0,,0,0,172816.8,28285,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of one dependant",20787.54,7497.46,uncapped,15501.39,uncapped,0,36288.93,209105.73,4490
Andrea Leadsom,South Northamptonshire CC,24880,Standard non-London area budget,21030.23,3849.77,153620,Standard non-London area budget,150936.83,2683.17,0,,0,0,171967.06,0,,0,0,uncapped,9097.55,uncapped,0,9097.55,181064.61,4117
Andrew Bowie,West Aberdeenshire and Kincardine CC,24880,Standard non-London area budget,24506.2,373.8,153620,Standard non-London area budget,149533.65,4086.35,0,,0,0,174039.85,23744,"Standard budget for renting a property in the London area, and £894.00 in hotel costs",22785.95,958.05,uncapped,27075.25,uncapped,0,49861.2,223901.05,4601
Andrew Bridgen,North West Leicestershire CC,24880,Standard non-London area budget,19876.45,5003.55,153620,Standard non-London area budget,108765.4,44854.6,0,,0,0,128641.85,31908.32,"Standard budget for renting a property in the London area, with an uplift to cover the cost of one dependant for four months, and two dependants for eight months",31908.32,0,uncapped,10446.04,uncapped,0,42354.36,170996.21,4133
Andrew Griffiths,Burton CC,24880,Standard non-London area budget,10264.38,14615.62,153620,Standard non-London area budget,131130.01,22489.99,0,,0,0,141394.39,13725,Hotels,13725,0,uncapped,5072.26,uncapped,0,18797.26,160191.65,3936
Andrew Gwynne,Denton and Reddish BC,24880,Standard non-London area budget,20115.6,4764.4,153620,Standard non-London area budget,130485.78,23134.22,0,,0,0,150601.38,22850,Standard budget for renting a property in the London area,21179.5,1670.5,uncapped,6973.45,uncapped,0,28152.95,178754.33,1506
Andrew Jones,Harrogate and Knaresborough CC,24880,Standard non-London area budget,24321.33,558.67,153620,Standard non-London area budget,139977.78,13642.22,0,,0,0,164299.11,5150,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),2653.16,2496.84,uncapped,8069.74,uncapped,0,10722.9,175022.01,3996
Andrew Lewer,Northampton South BC,24880,Standard non-London area budget,20787.34,4092.66,153620,Standard non-London area budget,148028.35,5591.65,0,,0,0,168815.69,28285,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of one dependant",22500,5785,uncapped,11682.7,uncapped,0,34182.7,202998.39,4659
Andrew Mitchell,Sutton Coldfield BC,24880,Standard non-London area budget,21253.89,3626.11,153620,Standard non-London area budget,143404.86,10215.14,0,,0,0,164658.75,5150,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),4167.75,982.25,uncapped,7545.27,uncapped,0,11713.02,176371.77,1211
Andrew Murrison,South West Wiltshire CC,24880,Standard non-London area budget,18027.54,6852.46,153620,Standard non-London area budget,117822.37,35797.63,0,,0,0,135849.91,9277.85,"Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities), plus an uplift of £4,127.85",7038.68,2239.17,uncapped,3674.05,uncapped,0,10712.73,146562.64,1466
Andrew Percy,Brigg and Goole CC,24880,Standard non-London area budget,18341.96,6538.04,153620,Standard non-London area budget,135090.4,18529.6,0,,0,0,153432.36,22850,Standard budget for renting a property in the London area,21558.68,1291.32,uncapped,6509.25,uncapped,0,28067.93,181500.29,3939
Andrew Rosindell,Romford BC,27660,Standard London area budget,24533.06,3126.94,164460,Standard London area budget,157386.73,7073.27,0,,0,0,181919.79,0,,0,0,uncapped,1582.61,uncapped,0,1582.61,183502.4,1447
Andrew Selous,South West Bedfordshire CC,24880,Standard non-London area budget,24880,0,153620,Standard non-London area budget,153285.72,334.28,0,,0,0,178165.72,5975,Hotels,5975,0,uncapped,3715.1,uncapped,0,9690.1,187855.82,1453
Andrew Stephenson,Pendle BC,24880,Standard non-London area budget,24742.78,137.22,153620,Standard non-London area budget,148677.1,4942.9,0,,0,0,173419.88,5150,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),5150,0,uncapped,9084.7,uncapped,0,14234.7,187654.58,4044
Andy McDonald,Middlesbrough BC,24880,Standard non-London area budget,20315.89,4564.11,153620,Standard non-London area budget,145030.42,8589.58,0,,0,0,165346.31,28285,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of one dependant",21680.66,6604.34,uncapped,5256.9,uncapped,0,26937.56,192283.87,4269
Andy Slaughter,Hammersmith BC,27660,Standard London area budget,25037.69,2622.31,164460,Standard London area budget,150295.36,14164.64,0,,0,0,175333.05,0,,0,0,uncapped,1596.95,uncapped,0,1596.95,176930,1516
Angela Crawley,Lanark and Hamilton East CC,24880,Standard non-London area budget,22969.31,1910.69,153620,Standard non-London area budget,148980.21,4639.79,0,,0,0,171949.52,22850,Standard budget for renting a property in the London area,20417.54,2432.46,uncapped,25684.8,uncapped,50,46152.34,218101.86,4469
Angela Eagle,Wallasey BC,24880,Standard non-London area budget,19719.78,5160.22,153620,Standard non-London area budget,137925.72,15694.28,0,,0,0,157645.5,5150,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),5033.89,116.11,uncapped,5683.9,uncapped,0,10717.79,168363.29,491
Angela Rayner,Ashton-under-Lyne BC,24880,Standard non-London area budget,19958.44,4921.56,153620,Standard non-London area budget,147002.09,6617.91,0,,0,0,166960.53,33720,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",10200,23520,uncapped,8773.8,uncapped,0,18973.8,185934.33,4356
Angela Smith,Penistone and Stocksbridge CC,24880,Standard non-London area budget,20106.69,4773.31,153620,Standard non-London area budget,134730.81,18889.19,0,,0,0,154837.5,22850,Standard budget for renting a property in the London area,21423.8,1426.2,uncapped,9531.05,uncapped,0,30954.85,185792.35,1564
Angus MacNeil,Na h-Eileanan an Iar CC,24880,Standard non-London area budget,24743.25,136.75,153620,Standard non-London area budget,132979.68,20640.32,0,,0,0,157722.93,20822.11,Hotels,20822.11,0,uncapped,37619.06,uncapped,0,58441.17,216164.1,1546
Ann Clwyd,Cynon Valley CC,24880,Standard non-London area budget,18090.71,6789.29,153620,Standard non-London area budget,145566.04,8053.96,0,,0,0,163656.75,5150,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),6341.84,-1191.84,uncapped,9263.9,uncapped,0,15605.74,179262.49,553
Ann Coffey,Stockport BC,24880,Standard non-London area budget,17417.33,7462.67,153620,Standard non-London area budget,137598.34,16021.66,0,,0,0,155015.67,15940,Standard budget for renting a property outside the London area,10603.34,5336.66,uncapped,5675,uncapped,0,16278.34,171294.01,458
Anna McMorrin,Cardiff North BC,24880,Standard non-London area budget,24880,0,153620,Standard non-London area budget,140414.08,13205.92,0,,0,0,165294.08,33720,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",31245.5,2474.5,uncapped,14922.42,uncapped,780.74,46948.66,212242.74,4632
Anna Soubry,Broxtowe CC,24880,Standard non-London area budget,22382.24,2497.76,153620,Standard non-London area budget,138974.01,14645.99,0,,0,0,161356.25,22850,Standard budget for renting a property in the London area,23364.3,-514.3,uncapped,21712.92,uncapped,535.5,45612.72,206968.97,3938
Anna Turley,Redcar BC,24880,Standard non-London area budget,22608.74,2271.26,153620,Standard non-London area budget,152786.02,833.98,0,,0,0,175394.76,22850,Standard budget for renting a property in the London area,20039.34,2810.66,uncapped,10227.12,uncapped,0,30266.46,205661.22,4449
Anne Main,St Albans CC,27660,Standard London area budget,11440.49,16219.51,164460,Standard London area budget,100736.1,63723.9,0,,0,0,112176.59,0,,0,0,uncapped,0,uncapped,0,0,112176.59,1568
Anne McLaughlin,Glasgow North East BC,0,N/A,0,0,0,N/A,0,0,0,,0,0,0,0,,0,0,uncapped,0,uncapped,0,0,0,4437
Anne Milton,Guildford CC,24880,Standard non-London area budget,9875.06,15004.94,153620,Standard non-London area budget,140516.94,13103.06,0,,0,0,150392,822,Hotels,822,0,uncapped,4869.95,uncapped,0,5691.95,156083.95,1523
Anne Morris,Newton Abbot CC,24880,Standard non-London area budget,22321.76,2558.24,153620,Standard non-London area budget,137650.44,15969.56,0,,0,0,159972.2,22850,Standard budget for renting a property in the London area,22752,98,uncapped,8839.95,uncapped,0,31591.95,191564.15,4249
Anneliese Dodds,Oxford East BC,24880,Standard non-London area budget,24704.86,175.14,153620,Standard non-London area budget,144606.02,9013.98,0,,0,0,169310.88,22850,Standard budget for renting a property in the London area,14416.44,8433.56,uncapped,4077.71,uncapped,0,18494.15,187805.03,4657
Anne-Marie Trevelyan,Berwick-upon-Tweed CC,24880,Standard non-London area budget,18632.02,6247.98,153620,Standard non-London area budget,145799.73,7820.27,0,,0,0,164431.75,33720,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",23238.77,10481.23,uncapped,18903.68,uncapped,0,42142.45,206574.2,4531
Antoinette Sandbach,Eddisbury CC,24880,Standard non-London area budget,22966.28,1913.72,153620,Standard non-London area budget,147064.63,6555.37,0,,0,0,170030.91,21375,"Standard budget for renting a property outside the London area, with an uplift to cover the cost of one dependant",21375,0,uncapped,10947.33,uncapped,0,32322.33,202353.24,4506
Bambos Charalambous,"Enfield, Southgate BC",27660,Standard London area budget,27322.88,337.12,164460,Standard London area budget,163157.85,1302.15,0,,0,0,190480.73,0,,0,0,uncapped,0,uncapped,0,0,190480.73,4610
Barbara Keeley,Worsley and Eccles South CC,24880,Standard non-London area budget,16795.7,8084.3,153620,Standard non-London area budget,121770.95,31849.05,0,,0,0,138566.65,0,,0,0,uncapped,8462.03,uncapped,0,8462.03,147028.68,1588
Barry Gardiner,Brent North BC,27660,Standard London area budget,15455.18,12204.82,164460,Standard London area budget,162849.53,1610.47,0,,0,0,178304.71,0,,0,0,uncapped,0,uncapped,0,0,178304.71,146
Barry Sheerman,Huddersfield BC,24880,Standard non-London area budget,21913.68,2966.32,153620,Standard non-London area budget,137056.24,16563.76,0,,0,0,158969.92,15940,Standard budget for renting a property outside the London area,10138.82,5801.18,uncapped,11614.85,uncapped,0,21753.67,180723.59,411
Ben Bradley,Mansfield CC,24880,Standard non-London area budget,21453.99,3426.01,153620,Standard non-London area budget,153410.56,209.44,0,,0,0,174864.55,33720,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",18765.64,14954.36,uncapped,10249.15,uncapped,0,29014.79,203879.34,4663
Ben Bradshaw,Exeter BC,24880,Standard non-London area budget,19481.46,5398.54,153620,Standard non-London area budget,124324.14,29295.86,0,,0,0,143805.6,15940,Standard budget for renting a property outside the London area,13524.49,2415.51,uncapped,4115.05,uncapped,0,17639.54,161445.14,230
Ben Lake,Ceredigion CC,24880,Standard non-London area budget,14630.94,10249.06,153620,Standard non-London area budget,126812.98,26807.02,0,,0,0,141443.92,6024.83,Hotels,6024.83,0,uncapped,5128.2,uncapped,1322.92,12475.95,153919.87,4630
Ben Wallace,Wyre and Preston North CC,24880,Standard non-London area budget,15673.67,9206.33,153620,Standard non-London area budget,145240.2,8379.8,0,,0,0,160913.87,39155,"Standard budget for renting a property in the London area, with an uplift to cover the cost of three dependants",30654.1,8500.9,uncapped,20663.23,uncapped,0,51317.33,212231.2,1539
Bernard Jenkin,Harwich and North Essex CC,24880,Standard non-London area budget,13116.95,11763.05,153620,Standard non-London area budget,146634.64,6985.36,0,,0,0,159751.59,0,,0,0,uncapped,3836.51,uncapped,0,3836.51,163588.1,40
Bill Cash,Stone CC,24880,Standard non-London area budget,14937.66,9942.34,153620,Standard non-London area budget,141182.8,12437.2,0,,0,0,156120.46,22850,Standard budget for renting a property in the London area,20899.8,1950.2,uncapped,9804.31,uncapped,0,30704.11,186824.57,288
Bill Esterson,Sefton Central CC,24880,Standard non-London area budget,16170.45,8709.55,153620,Standard non-London area budget,140579.15,13040.85,0,,0,0,156749.6,26725.25,"Standard budget for renting a property in the London area for five months, with an uplift to cover the cost of two dependants, and £12,675.25 in hotel costs",21181.55,5543.7,uncapped,10063.93,uncapped,0,31245.48,187995.08,4061
Bill Grant,"Ayr, Carrick and Cumnock CC",24880,Standard non-London area budget,14070.8,10809.2,153620,Standard non-London area budget,133297.38,20322.62,0,,0,0,147368.18,20829.87,Hotels,20829.87,0,uncapped,9379.55,uncapped,0,30209.42,177577.6,4605
Bill Wiggin,North Herefordshire CC,24880,Standard non-London area budget,12574.92,12305.08,153620,Standard non-London area budget,141265.36,12354.64,0,,0,0,153840.28,5150,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),2044.08,3105.92,uncapped,6725.76,uncapped,0,8769.84,162610.12,1428
Bim Afolami,Hitchin and Harpenden CC,24880,Standard non-London area budget,23810.72,1069.28,153620,Standard non-London area budget,140408.47,13211.53,0,,0,0,164219.19,9813.67,"Standard budget for renting a property outside the London area for one month, with an uplift to cover the cost of two dependants, and £7,579.50 in hotel costs",8526.35,1287.32,uncapped,12140.47,uncapped,406.61,21073.43,185292.62,4639
Bob Blackman,Harrow East BC,27660,Standard London area budget,27617.26,42.74,164460,Standard London area budget,167348.99,-2888.99,0,,0,0,194966.25,0,,0,0,uncapped,1764.55,uncapped,0,1764.55,196730.8,4005
Bob Neill,Bromley and Chislehurst BC,27660,Standard London area budget,26049.24,1610.76,164460,Standard London area budget,152679.61,11780.39,0,,0,0,178728.85,0,,0,0,uncapped,1698.04,uncapped,0,1698.04,180426.89,1601
Bob Seely,Isle of Wight CC,24880,Standard non-London area budget,22835.58,2044.43,153620,Standard non-London area budget,151463.59,2156.41,0,,0,0,174299.17,11955.01,Standard budget for renting a property outside the London area for nine months,11534.98,420.03,uncapped,11870.94,uncapped,75,23480.92,197780.09,4681
Bob Stewart,Beckenham BC,27660,Standard London area budget,18369.66,9290.34,164460,Standard London area budget,152336.49,12123.51,0,,0,0,170706.15,0,,0,0,uncapped,107.7,uncapped,0,107.7,170813.85,3919
Boris Johnson,Uxbridge and South Ruislip BC,27660,Standard London area budget,11537.41,16122.59,164460,Standard London area budget,150214.24,14245.76,0,,0,0,161751.65,0,,0,0,uncapped,0,uncapped,0,0,161751.65,1423
Brandon Lewis,Great Yarmouth CC,24880,Standard non-London area budget,21623.32,3256.68,153620,Standard non-London area budget,145557.01,8062.99,0,,0,0,167180.33,33720,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",22587.21,11132.79,uncapped,1212.7,uncapped,0,23799.91,190980.24,4009
Brendan O'Hara,Argyll and Bute CC,24880,Standard non-London area budget,21930.89,2949.11,153620,Standard non-London area budget,152925.61,694.39,0,,0,0,174856.5,33720,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",28458.34,5261.66,uncapped,44580.17,uncapped,0,73038.51,247895.01,4371
Bridget Phillipson,Houghton and Sunderland South BC,24880,Standard non-London area budget,24657.89,222.11,153620,Standard non-London area budget,143468.2,10151.8,0,,0,0,168126.09,5150,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),4231.16,918.84,uncapped,9782.86,uncapped,0,14014.02,182140.11,4046
Carol Monaghan,Glasgow North West BC,24880,Standard non-London area budget,23686.77,1193.23,153620,Standard non-London area budget,153411.4,208.6,0,,0,0,177098.17,13097.9,Hotels,13097.9,0,uncapped,26558.56,uncapped,0,39656.46,216754.63,4443
Caroline Dinenage,Gosport BC,24880,Standard non-London area budget,20317.03,4562.97,153620,Standard non-London area budget,124144.53,29475.47,0,,0,0,144461.56,33720,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",15314.66,18405.34,uncapped,4892.55,uncapped,0,20207.21,164668.77,4008
Caroline Flint,Don Valley CC,24880,Standard non-London area budget,23665.65,1214.35,153620,Standard non-London area budget,148630.42,4989.58,0,,0,0,172296.07,5150,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),3359.38,1790.62,uncapped,7874.9,uncapped,0,11234.28,183530.35,389
Caroline Johnson,Sleaford and North Hykeham CC,24880,Standard non-London area budget,16865.13,8014.87,153620,Standard non-London area budget,106340.27,47279.73,0,,0,0,123205.4,39155,"Standard budget for renting a property in the London area, with an uplift to cover the cost of three dependants",31361.42,7793.58,uncapped,6379.7,uncapped,0,37741.12,160946.52,4592
Caroline Lucas,"Brighton, Pavilion BC",24880,Standard non-London area budget,23788.84,1091.16,153620,Standard non-London area budget,147007.59,6612.41,0,,0,0,170796.43,9233,Hotels,9233,0,uncapped,6199.1,uncapped,0,15432.1,186228.53,3930
Caroline Nokes,Romsey and Southampton North CC,24880,Standard non-London area budget,14818.81,10061.19,153620,Standard non-London area budget,107713.48,45906.52,0,,0,0,122532.29,28285,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of one dependant",20245.28,8039.72,uncapped,10434.72,uncapped,0,30637.4,153169.69,4048
Caroline Spelman,Meriden CC,24880,Standard non-London area budget,13120.18,11759.82,153620,Standard non-London area budget,129725.35,23894.65,0,,0,0,142845.53,0,,0,0,uncapped,2499.2,uncapped,0,2499.2,145344.73,312
Carolyn Harris,Swansea East BC,24880,Standard non-London area budget,24281.28,598.72,153620,Standard non-London area budget,153620,0,0,,0,0,177901.28,28285,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of one dependant",25632.5,2652.5,uncapped,6933.25,uncapped,0,32565.75,210467.03,4480
Cat Smith,Lancaster and Fleetwood CC,24880,Standard non-London area budget,17490.76,7389.24,153620,Standard non-London area budget,141234,12386,0,,0,0,158724.76,4714.2,"Standard budget for renting a property in the London area for two months, with an uplift to cover the cost of one dependant",3976.53,737.67,uncapped,5473.54,uncapped,0,9450.07,168174.83,4436
Catherine McKinnell,Newcastle upon Tyne North BC,24880,Standard non-London area budget,14000.96,10879.04,153620,Standard non-London area budget,135024.57,18595.43,0,,0,0,149025.53,39155,"Standard budget for renting a property in the London area, with an uplift to cover the cost of three dependants",26425.97,12729.03,uncapped,11684.02,uncapped,0,38109.99,187135.52,4125
Catherine West,Hornsey and Wood Green BC,27660,Standard London area budget,14695.99,12964.01,164460,Standard London area budget,164052.71,407.29,0,,0,0,178748.7,0,,0,0,uncapped,197.9,uncapped,0,197.9,178946.6,4523
Charles Walker,Broxbourne BC,27660,Standard London area budget,11455.93,16204.07,164460,Standard London area budget,149140.19,15319.81,0,,0,0,160596.12,0,,0,0,uncapped,587.2,uncapped,0,587.2,161183.32,1493
Charlie Elphicke,Dover CC,24880,Standard non-London area budget,20112.28,4767.72,153620,Standard non-London area budget,139817.01,13802.99,0,,0,0,159929.29,33720,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",33720,0,uncapped,6467.8,uncapped,0,40187.8,200117.09,3971
Cheryl Gillan,Chesham and Amersham CC,24880,Standard non-London area budget,21940.65,2939.35,153620,Standard non-London area budget,151490.58,2129.42,0,,0,0,173431.23,5150,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),4262.38,887.62,uncapped,1107.5,uncapped,0,5369.88,178801.11,18
Chinyelu Onwurah,Newcastle upon Tyne Central BC,24880,Standard non-London area budget,22295.74,2584.26,153620,Standard non-London area budget,152418.27,1201.73,0,,0,0,174714.01,15940,Standard budget for renting a property outside the London area,13304.14,2635.86,uncapped,17376.54,uncapped,0,30680.68,205394.69,4124
Chloe Smith,Norwich North BC,24880,Standard non-London area budget,16147.58,8732.42,153620,Standard non-London area budget,142953.29,10666.71,0,,0,0,159100.87,21375,"Standard budget for renting a property outside the London area, with an uplift to cover the cost of one dependant",13540.11,7834.89,uncapped,6711.35,uncapped,0,20251.46,179352.33,1609
Chris Bryant,Rhondda CC,24880,Standard non-London area budget,24312.34,567.66,153620,Standard non-London area budget,139343,14277,0,,0,0,163655.34,5150,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),5150,0,uncapped,12955.39,uncapped,650,18755.39,182410.73,1446
